性别（男0 女1 其余2）,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 台球10 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3社交媒体活动 4公关宣传、采访 5人际关系 6商业活动 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数
0,2,0,1,1,【CBA北京末节逆转同曦 4连胜升至第二】北京首钢末节打出19-4攻击波完成翻盘，曾凡博砍下15+9，送对手外援中锋迎面大帽，利夫贡献19+16>>腾讯体育 ,2023/1/8,2,0,0
0,2,0,1,1,窒息时刻反转不断！湖人国王最后1分钟关键球精华瞬间窒息时刻反转不断！湖人国王最后1分钟关键球精华瞬间 ,2023/1/8,17,0,1
0,2,1,1,1,【詹皇37+8+7湖人豪取五连胜 浓眉替身29分14篮板】威少替补23分15助攻，施罗德27分关键两罚全中；福克斯末节17分，错失超远三分绝杀，小萨25+12+7六犯离场。这球很关键！詹姆斯突破上篮打成2+1造成小萨6犯 ,2023/1/8,14,4,103
0,2,2,1,1,【勇士惨遭魔术双杀 普尔三分11中2】维金斯复出仅12中4，一哥赛季首秀0分，替补奇兵轰26+8，勇士连续两场输给东部排名倒数球队。仅用半场就追平生涯新高 勇士奇兵兰姆半场狂砍22分 ,2023/1/8,9,1,0
0,2,1,1,1,【免费看！正视频直播湖人vs国王 詹皇冲五连胜】詹姆斯威少带伤出战，湖人本赛季已惨遭国王双杀，本场能否复仇成功？看免费直播>>扫一扫下载 腾讯体育APP ,2023/1/8,5,0,0
0,2,1,1,1,【突发！汤神因左膝酸痛退赛】汤神近三战狂轰115分状态正佳，却突遭伤病侵袭，比赛前临时决定退赛。嘴哥和一哥今日刚迎复出，汤普森却又伤了>>腾讯体育 ,2023/1/8,3,0,0
0,2,0,1,1,【塔图姆34分关键中投杀死比赛 绿军险胜马刺】“樱木花道”最后时刻错失反超三分，马刺八人上双憾负；绿军两连胜，布朗29分，布罗格登23+7。天王盖地虎！罗威恐怖防守封盖三分顺势上篮攻防一体 ,2023/1/8,6,1,2
0,2,0,1,8,【快船5连败遭炮轰 名嘴：他们就是垃圾！】美国杨毅劝泰伦卢辞职：这支球队根本不想打球，他们只是在浪费生命。名宿更是发声嘲讽>>腾讯体育# ,2023/1/8,1,1,0
0,2,1,1,1,【詹皇脚踝酸痛出战成疑 湖人伤病名单多达7人】湖人今日冲五连胜：威少左脚酸痛，大概率出战；神射肌肉拉伤，出战成疑。详细伤病名单>>腾讯体育 ,2023/1/8,3,1,0
0,2,0,1,1,【特纳和克拉克森拒绝提前续约】多队有意圆脸登，火箭要价曝光；范弗利特曾拒1.14亿续约合同，或试水自由市场。NBA最新交易签约动态>>腾讯体育 ,2023/1/8,2,0,0
0,1,0,1,1,【西甲皇马1-2黄潜 两队3分钟2个点球】西甲第16轮继续进行，皇马客场对阵比利亚雷亚尔。上半场，两队互交白卷，下半场耶雷米-皮诺先拔头筹，本泽马点球扳平，赫拉德-莫雷诺也打进点球，皇马客场1-2告负。腾讯体育 ,2023/1/8,2,0,0
0,1,0,1,1,【足总杯：利物浦2-2狼队择日重赛】2022-23赛季足总杯第三轮，利物浦主场2-2战平狼队，择日重赛。阿利松失误导致丢球，努涅斯扳平，萨拉赫反超，黄喜灿替补破门，加克波首秀未能建功。腾讯体育 ,2023/1/8,2,1,1
0,2,0,1,1,【浙江男篮惊险击败广东 终结对手13连胜】浙江最多领先21分末节一度被反超，外援赖特砍全场最高34+16，吴前14中2仅7分；马尚空砍30+7+7，终场前6犯离场>>腾讯体育 ,2023/1/7,6,2,0
0,2,0,1,1,【19分大胜！上海男篮4人20+轻取山西】上海全场疯狂出手102次命中率超50%，王哲林砍下21+8，双外援合砍43分，近15战13胜排名升至第六>>腾讯体育 ,2023/1/7,4,0,0
0,1,0,2,1,【法国主帅德尚续约至2026年】德尚执教法国队已超10年，率队夺得2018年世界杯冠军、2021年欧国联冠军、2016年欧洲杯亚军、2022年世界杯亚军。官方：法国队主帅德尚续约至2026年 ,2023/1/7,5,2,2
0,2,0,1,1,【法尔14+15+8盖帽！新疆复仇山东夺6连胜】新疆全队失误高达28次，最多领先26分末节崩盘险被逆转；山东7人得分上双无济于事，遭遇4连败>>腾讯体育 ,2023/1/7,1,0,0
0,2,0,1,1,无与伦比的冲击力！38岁詹姆斯上演滑翔劈扣，引爆湖人主场无与伦比的冲击力 詹姆斯冲击篮下飞跃博格丹上演滑翔劈扣 ,2023/1/7,5,0,1
0,2,0,1,1,#湖人战胜老鹰##詹姆斯25分#【詹姆斯25+7+10连续逆天暴扣 湖人豪取4连胜】湖人5人得分18+双杀老鹰，全队投进16记三分，威少18+11+9，纳恩23分创赛季新高。 腾讯体育 ,2023/1/7,6,0,0
0,2,2,1,1,【詹姆斯复出！正视频直播老鹰vs湖人】老詹上次战老鹰狂砍47+10+9，此役能否再次爆发，率队横扫对手夺4连胜？看直播>>扫一扫下载 腾讯体育APP ,2023/1/7,3,0,0
0,2,0,1,1,#篮网战胜鹈鹕##杜兰特33分##欧文19分#【欧文杀死比赛杜兰特33+10 篮网险胜复仇鹈鹕】篮网近14战13胜，欧文19+5+5，关键时刻连得7分杀死比赛，杜兰特11罚全中。 腾讯体育 ,2023/1/7,4,0,0
0,2,0,1,1,#公牛战胜76人##拉文41分#公牛大胜76人，拉文11记三分砍41分，武切维奇三双，哈登17中4得到17分7篮板11助攻。腾讯体育 ,2023/1/7,3,0,0
0,2,0,1,1,【强强对决！正视频直播篮网vs鹈鹕】篮网12连胜终结后再启程，杜兰特欧文PK麦科勒姆，盼率队复仇鹈鹕。扫一扫下载 腾讯体育APP ,2023/1/7,2,0,0
0,1,0,1,1,#沙托鲁1比3巴黎圣日耳曼##大巴黎连续33个赛季晋级法国杯32强#法国杯：巴黎3-1战胜法丙球队沙托鲁，有惊无险晋级32强，梅西、内马尔和姆巴佩三大巨星集体缺席。腾讯体育 ,2023/1/7,3,0,0
0,2,0,1,1,勇士3大利好：伊戈达拉明日迎赛季首秀；库里戴袖套进行投篮训练，目标下周六复出；维金斯参加球队完整训练，有望明日复出。腾讯体育 ,2023/1/7,4,0,0
0,2,0,1,1,篮网将渡边雄太、萨姆纳和大莫里斯合同转为全额保障，保留阵容冲击总冠军。腾讯体育 ,2023/1/7,6,0,1
0,1,0,1,1,#曼联3比1埃弗顿#足总杯：曼联3-1淘汰埃弗顿，豪取各项赛事7连胜，拉什福德独造三球，德赫亚低级失误送大礼。腾讯体育 ,2023/1/7,1,0,0
0,2,0,1,1,#湖人签约斯特林布朗#湖人一夜三大操作：签约1米96锋卫摇摆人斯特林-布朗，将里夫斯和加布里埃尔合同转为全额保障。腾讯体育 ,2023/1/7,1,0,0
0,2,0,1,8,【官方MVP榜：杜兰特跻身前三 詹皇再获提名】约基奇蝉联榜首，塔图姆仍居第二，杜兰特挤掉东契奇成第三，哈登、詹姆斯获提名>>腾讯体育 ,2023/1/6,6,1,0
0,1,0,1,1,#C罗无缘大名单# 利雅得胜利公布今日比赛首发，C罗随队前往球场，但未出现在比赛名单之列，无缘沙特联赛首秀。腾讯体育 ,2023/1/6,7,3,1
0,2,0,1,1,【北控复仇吉林终结6连败 琼斯空砍38+19+9】张帆轰下35分创CBA生涯新高，高登贡献30+14+7，琼斯连续5场三双纪录中断，吉林遭遇3连败>>腾讯体育 ,2023/1/6,2,0,0
0,1,0,1,2,#维亚利去世# 据多家意媒证实，意大利名宿维亚利因胰腺癌去世，享年58岁。他曾率领桑普多利亚夺得意甲冠军，并荣膺当赛季意甲金靴。 ,2023/1/6,20,6,4
0,2,0,1,6,腾讯体育重磅节目《边线Talk》正在热播当中，这是国内首档全球员阵容可视播客，话题劲爆有料够猛！第3期节目已经上线了，网红球员和职业球员，谁挣得更多谁更厉害谁更有关注度？曹岩说CBA头部球员收入和他有一拼，曾令旭抨击现在网络打球作秀的风气。上腾讯视频腾讯体育搜索#边线Talk# 即可收看完整版，精彩不容错过！视频>>《边线Talk》第3集 曹岩：不介意别人叫我网红 因为我真的很红,2023/1/6,6,1,0
0,2,1,1,10,【威少激动爆粗口！随后又为说脏话道歉】威少率残阵湖人拼下热火，此役他得到21+8+9+3抢断，并有7次失误。#威少21分准三双# 详细阅读>>腾讯体育 【球星】威斯布鲁克vs热火集锦 全场21+8+9打进关键上篮 ,2023/1/5,10,0,1
0,2,0,1,1,【东部倒数双杀卫冕冠军 活塞嘚瑟上了】凭借今日三分压哨绝杀，活塞本赛季主客场两胜勇士，官推赛后甚至玩儿起谐音梗！#活塞绝杀勇士# 详细阅读>>腾讯体育 【集锦】活塞122-119勇士 克莱30分+三分扳平博扬29+5活塞绝杀险胜 ,2023/1/5,4,0,0
0,1,0,1,1,【C罗首秀推迟！利雅得胜利官宣比赛延期】因雨后场馆出现电气故障，比赛推迟至明天进行，C罗沙特联赛首秀要再等等了。#c罗利雅得首秀推迟# 详细阅读>>腾讯体育 西装革履出席宴会！C罗昨晚与沙特亲王等贵要人士共进晚餐 ,2023/1/5,10,1,0
0,1,0,1,7,【乌龙！梅西夺冠手中的大力神杯是假货】他手拿的大力神杯既不是真品，也不是国际足联的官方复制品，怎么回事？#梅西# 详细阅读>>超级好玩的大乌龙！梅西庆祝时手里举着的大力神杯竟然是假的！球王归队！大巴黎全队列队欢迎梅西回归并颁发奖杯 ,2023/1/5,3,4,0
0,2,0,1,1,【NBA最奇葩首发 11场得0分球队反而9胜2负】他是哈登密友，后者休赛期专门降薪，才让76人腾出空间将他签下。#NBA# 详细阅读>>腾讯体育 【集锦】步行者126-129费城 大帝缺阵哈登26分率队加时险胜 ,2023/1/5,1,0,0
0,2,0,1,1,【离谱一幕！莫兰特滚球20秒对手无动于衷】他把球放地上，消耗超20秒比赛时间，操作令人哭笑不得但并不违规。#NBA# 泄气的最大体现！莫兰特后场滚球20秒黄蜂队无动于衷 ,2023/1/5,11,6,1
0,2,0,1,1,【NBA十佳球：拧着身子进！神将压哨绝杀勇士】杜兰特遭1米93后卫钉板大帽，状元残暴隔扣雷霆大当家，莫兰特随手一扔命中神仙球。#NBA# 5日NBA十佳球 字母哥失衡送妙传萨迪克贝1秒极限绝杀勇士 ,2023/1/5,7,3,1
0,2,0,1,1,【普尔又致命失误 赛季至今138次领跑NBA】科尔&克莱赛后鼓励：普尔仍在成长学习，我们会继续信任他！#普尔失误##活塞绝杀勇士# 详细阅读>>腾讯体育 【球星】普尔vs活塞集锦 24分5篮板6助攻绝杀机会再现关键失误 ,2023/1/5,4,1,1
1,2,0,3,10,【CBA女球迷还原看台冲突：被保安掐脖子】曾凡博宠粉赠球鞋却被保安抢走，球迷自称眼镜被打到地上+遭恐吓，当晚已报警。#CBA赛区保安与曾凡博球迷抢鞋# 详细阅读>>腾讯体育 ,2023/1/5,29,12,2
0,2,0,1,1,#勇士活塞冲突# 追梦与斯图尔特爆发冲突，累计2T被驱逐已经在控制了！追梦与斯图尔特爆发冲突前者累积两犯离场 ,2023/1/5,2,1,0
0,2,0,1,1,#活塞绝杀勇士# 汤神关键时刻三分绝平，萨迪克-贝终场前1秒三分压哨绝杀克莱关键时刻超远三分绝平 萨迪克-贝1秒完成三分反绝杀 ,2023/1/5,15,2,5
0,2,0,1,1,#湖人战胜热火##施罗德32分##威少21分准三双#【施罗德带伤砍32分威少准三双 残阵湖人3连胜】湖人险胜复仇热火，施罗德末节14分，90度崴脚带伤作战杀死比赛，威少21+8+9。 ,2023/1/5,9,1,1
0,2,0,1,1,#活塞绝杀勇士# #普尔失误# 【神剧情！勇士遭垫底队三分压哨绝杀 5连胜终结】萨迪克-贝神奇三分绝杀，汤神空砍30分，终场前1秒三分绝平，普尔致命失误，追梦与对手冲突被驱逐。 ,2023/1/5,2,2,1
0,2,0,1,10,【CBA荒唐一幕！曾凡博赛后给球迷赠球鞋 被保安抢走】曾凡博赛后将球鞋扔给看台球迷，保安从一旁杀出抢走球鞋，现场球迷怒不可遏，与保安爆发冲突。腾讯体育 ,2023/1/5,11,13,1
0,2,0,1,1,#公牛终结篮网12连胜##杜兰特44分#【杜兰特空砍44分！篮网12连胜遭终结】篮网负公牛，杜兰特22中15，欧文三分8中1得到25分，公牛三人得分20+。腾讯体育 ,2023/1/5,4,0,0
0,2,2,1,1,#雄鹿战胜猛龙#【另类四双！字母哥30+21+10+12失误】雄鹿加时险胜猛龙，字母哥1v5送出制胜助攻，阿伦命中三分准绝杀。腾讯体育 ,2023/1/5,5,0,0
0,2,0,1,1,【免费看！正视频直播勇士战垫底队冲6连胜】汤神上一场狂轰54分，此役能否再爆发？同步视频直播热火vs湖人，威少单核带队。勇士vs活塞直播间>>扫一扫下载 腾讯体育APP热火vs湖人直播间>>扫一扫下载 腾讯体育APP ,2023/1/5,1,0,0
0,2,0,1,1,【哈登26+6+8送制胜封盖 76人加时险胜】费城7人上双力克步行者获3连胜，希尔德错失三分绝平，哈登加时未得分，但送出制胜封盖。腾讯体育 ,2023/1/5,1,0,0
0,2,0,1,1,这啥操作？莫兰特后场滚球直到球停住，消耗20多秒，黄蜂才上来抢球。泄气的最大体现！莫兰特后场滚球20秒黄蜂队无动于衷 ,2023/1/5,8,5,0
0,2,0,1,1,【冲击13连胜！正视频直播篮网vs公牛】杜兰特欧文大战拉文德罗赞，篮网此役若获胜，战绩将追平联盟第一。扫一扫下载 腾讯体育APP ,2023/1/5,2,1,0
0,2,2,1,1,免费看！正视频直播雄鹿vs猛龙，字母哥昨日狂轰55+10+7，背靠背能否再爆发？扫一扫下载 腾讯体育APP ,2023/1/5,0,0,0
0,2,0,1,1,【锡安又遭重创 伤势严重至少休1个月】名记Woj透露，锡安不是轻微腿筋拉伤，伤势远比预期严重，至少缺阵1个月。腾讯体育 ,2023/1/5,3,0,1
0,2,0,1,1,#詹姆斯因病缺席对阵热火#【詹姆斯生病今日缺阵 湖人至少5人无缘战热火】詹姆斯因非新冠疾病缺席，朗尼-沃克左膝酸痛不打，浓眉因为右脚伤势继续缺席。腾讯体育 ,2023/1/5,3,0,0
0,1,0,1,1,足坛精彩一夜：国米送意甲领头羊那不勒斯首败，米兰尤文热刺获胜，巴萨加时4-3险胜腾讯体育 ,2023/1/5,4,0,0
0,2,0,1,1,【辽宁三杀福建 郭艾伦复出高效26+10】辽宁大胜收获三连胜，张镇麟20+7+2抢断；亚当斯手感冰凉三分11中0，福建全队三分仅37中6。腾讯体育 ,2023/1/4,8,0,0
0,2,0,1,1,【CBA北京德比：首钢双杀北控 送对手六连败】首钢两连胜，全队三分仅29中6，曾凡博10分领衔六人上双；北控全场18个失误，高登空砍31+8+6。腾讯体育 ,2023/1/4,0,0,0
0,1,0,1,1,【意甲AC米兰2-1萨勒尼塔纳 迎新年开门红】AC米兰15分钟两球，莱奥、托纳利建功，红黑军团4轮不败；奥乔亚意甲首秀，上演神奇两连扑。腾讯体育 ,2023/1/4,2,0,0
0,2,0,1,1,【别光看文班亚马！亨德森残暴隔扣引疯狂刷屏】热门新秀制霸NBA发展联盟，高效13中10轰下26+5+8，疯狂单臂隔扣震惊全美。腾讯体育 ,2023/1/4,3,1,0
0,2,0,1,1,【巴格利遭遇伤病侵袭 预计缺阵6-8周】这位24岁潜力内线右手两处骨折，预计接受手术，伤停6-8周。国王曾为他错过东契奇，一度沦为笑柄。腾讯体育 ,2023/1/4,2,1,0
0,2,0,1,1,【吉林加时负四川 琼斯苦战50分钟空砍44+12+11】哈达迪加时赛最后时刻受伤，被担架抬出场外。琼斯生涯助攻升至CBA历史第三，本赛季有望加冕历史助攻王。腾讯体育 ,2023/1/4,4,2,0
0,2,2,1,1,【NBA十佳球：福克斯终场前0.4秒神奇绝杀】字母哥抢断反击，抡臂大风车暴扣；雷霆奇兵滑翔战斧，隔扣绿军后卫。看视频>>4日NBA十佳球 福克斯上篮绝杀爵士字母哥抢断反击大风车暴扣 ,2023/1/4,0,0,2
0,1,0,1,1,【足协杯1/4决赛首回合：山东泰山3-1武汉三镇】中超联赛冠亚军强强对决！武汉三镇全华班出战，陶强龙远射首开纪录，随后山东泰山连入三球拿下比赛。腾讯体育 ,2023/1/4,4,0,2
0,1,0,1,1,【补时点球未判引发争议 阿森纳0-0纽卡结束连胜】2022-23赛季英超第19轮，阿森纳主场0-0战平排名第三的纽卡斯尔联队，联赛5连胜被终结。第96分钟，扎卡底线突破至小禁区附近传中，球打在墨菲的手臂上，主裁判听取VAR意见后判定不是点球。 ,2023/1/4,2,0,107
0,1,0,1,1,【曼联3-0豪取英超4连胜 胖虎破门拉什福德4连击】2022-23赛季英超第19轮，曼联主场3-0击败伯恩茅斯，豪取联赛4连胜和各项赛事6连胜，积分追平第三名纽卡斯尔，仅以净胜球的劣势排名第四。卡塞米罗打破僵局，卢克肖扩大比分，拉什福德连续4场破门。腾讯体育 ,2023/1/4,4,0,1
0,1,0,1,1,【#C罗亮相利雅得胜利#  身穿7号接受3万人欢呼】C罗正式亮相新东家，参加了首场新闻发布会，称为来沙特拒绝多支欧洲球队，C罗表示：“我在欧洲打破了许多纪录，我来这里是为了打破更多纪录。这份合同是独一无二的，因为我是独一无二的球员。这对我来说很正常。”腾讯体育 ,2023/1/4,30,2,2
0,2,0,1,1,【CBA垫底队2连胜！此前20场全败】宁波队史首次连胜，上海3连胜遭终结，全队三分31中5，最后一节仅得13分。王哲林空砍21+8，罚球仅7中1。腾讯体育 ,2023/1/3,7,5,0
0,10,0,1,10,#10位中国斯诺克选手遭世界台联禁赛#世界职业斯诺克协会宣布，赵心童因涉嫌操纵比赛结果遭禁赛。赵心童是首位在斯诺克三大赛夺冠的“90后”球员。腾讯体育 ,2023/1/3,7,4,0
0,2,0,1,10,【西热力江又吃罚单！遭CBA追加停赛】CBA官宣罚单：处于停赛处罚状态的西热力江，违规出现在比赛场地区域，追加停赛1场>>腾讯体育 ,2023/1/3,5,4,1
0,2,0,1,1,【#米切尔71分#轰动NBA 詹姆斯等群星都惊呆了】米切尔赛后被队友泼水祝贺，在更衣室手持“71分”纸张拍照留念，詹姆斯发推：蜘蛛侠，你今天疯了！腾讯体育 ,2023/1/3,6,0,0
0,2,0,1,1,#卢尼压哨绝杀#神剧情！卢尼神奇补篮压哨绝杀，勇士疯狂庆祝恭喜拿下新年第一胜 卢尼神奇补篮压哨绝杀 ,2023/1/3,9,1,0
0,2,1,1,1,#克莱汤普森54分#【#卢尼压哨绝杀#！汤神54分 #勇士双加时险胜老鹰#】卢尼连续抢到两个关键进攻篮板压哨绝杀，全场抢下21个篮板，汤神狂飙10记三分，54分创个人生涯第二高分。 腾讯体育 ,2023/1/3,7,0,0
0,2,1,1,1,汤神普尔相继投丢，迪文琴佐大心脏三分绝平进加时汤神普尔相继投丢绝平球 迪文琴佐大心脏绝平进加时 ,2023/1/3,7,1,0
0,2,1,1,1,【汤神44分迪文琴佐三分绝平 勇士老鹰进加时】迪文琴佐大心脏三分救主，汤神命中8记三分已砍44+7，得分创个人赛季新高，加时鹿死谁手？看直播>>扫一扫下载 腾讯体育APP ,2023/1/3,3,1,2
0,13,0,1,1,【NFL球员赛中突然倒地生命垂危 队友跪地祈祷】他激烈冲撞后起身突然倒地，医护人员进场紧急心肺复苏，随后被送往医院救治，比赛延期全联盟为他祈祷。腾讯体育 ,2023/1/3,3,0,0
0,2,0,1,1,#米切尔71分#米切尔71分集锦：34投22中，三分15中7，罚球25罚20中，神奇绝平将比赛拖入加时，加时独得13分收割比赛。【球星】米切尔vs公牛集锦 71分现役第一 科比81分后最高 ,2023/1/3,7,0,0
0,2,0,1,1,#米切尔71分##骑士战胜公牛#【天神下凡！米切尔71+8+11刷爆纪录 创历史第一神迹】米切尔加时独得13分，狂轰71分创现役球员最高分，也是本赛季最高分，成为历史首位70+10助攻的球员，骑士加时力克公牛。 腾讯体育 ,2023/1/3,18,13,2
0,2,0,1,1,#篮网大胜马刺#【杜欧合砍52分三节打卡 篮网狂胜豪取12连胜】篮网36分狂胜马刺，全队12人登场全部得分，欧文14中11砍27分8篮板，杜兰特高效砍25+11。 【集锦】马刺103-139篮网 711合砍52分篮网豪取12连胜 ,2023/1/3,3,1,0
0,2,2,1,1,#湖人战胜黄蜂##詹姆斯43分11篮板#【詹姆斯狂轰43+11+6 湖人复仇黄蜂夺两连胜】老詹连续两场40+，上演逆天双手背扣，托马斯-布莱恩特18+15，威少2分伤退。 ,2023/1/3,7,0,0
0,2,0,1,1,施罗德空中回传，詹姆斯高难度双手背扣，解说直呼：太厉害了又惊又喜！施罗德空中回传詹姆斯跟进背扣炸裂全场 ,2023/1/3,13,3,2
0,2,0,1,1,【欧文罕见单臂炸裂补扣 杜兰特吓出表情包】欧文飞身补扣引爆篮网主场，杜兰特引领替补席疯狂庆祝，渡边雄太一脸懵。锁定最佳扣篮！欧文石破天惊单臂补扣 ,2023/1/3,15,1,2
0,2,0,1,1,【杜欧率队冲12连胜！正视频直播马刺vs篮网】篮网近16战15胜气势如虹，罗伊斯-奥尼尔因病缺阵，三巨头率队剑指12连胜。扫一扫下载 腾讯体育APP ,2023/1/3,2,0,0
0,2,1,1,1,【免费看！正视频直播湖人vs黄蜂 詹皇新年首战】詹姆斯上一场狂砍47+10+9，此役能否继续爆发，率队夺两连胜？扫一扫下载 腾讯体育APP ,2023/1/3,0,1,0
0,1,0,1,2,#C罗抵达沙特#C罗飞抵沙特：今晚亮相新东家，将在3万人面前演讲腾讯体育 ,2023/1/3,4,0,0
0,2,0,1,1,#尼克斯战胜太阳#被轰21-0！太阳惨负尼克斯遭3连败，最多落后32分，保罗11分，正负值-38。【集锦】太阳83-102尼克斯 兰德尔28+16尼克斯大胜太阳 ,2023/1/3,4,0,0
0,1,0,1,2,【C罗启程飞往沙特 手戴大钻戒录视频：等会见！】女友乔治娜与C罗一同前往，在私人飞机上晒出多组照片，佩戴名表名包贵气十足>>腾讯体育 ,2023/1/2,42,2,1
0,2,0,1,1,【17分大逆转！辽篮加时险胜吉林】弗格加时赛独得9分，贡献全场最高38分，张镇麟砍24+14+6；姜伟泽绝平三分拖入加时仍难挽败局，琼斯19+17+16连续两场三双>>腾讯体育 ,2023/1/2,5,0,109
0,2,0,1,1,北京男篮2分险胜天津，近8战7胜升至第三，范子铭13投10中砍下22分，外援利夫贡献19+10+7；天津最后一攻打成精彩配合，但仍错失绝平球>>腾讯体育 ,2023/1/2,2,0,0
0,2,0,1,1,CBA广东双杀同曦豪取12连胜，马尚轰下31分9篮板，赵睿砍下22+6+9，助攻阿联上演空接暴扣，同曦外援皮特森8记三分空砍39分>>腾讯体育 ,2023/1/2,17,0,1
0,1,0,1,4,【C罗明日亮相新东家全球直播 原7号球员差点被解约】C罗将在1月3日接受体检并参加亮相仪式，届时将对全球进行直播。另外沙特媒体透露，利雅得胜利原来的7号球员并不愿意让出战袍，结果俱乐部高层直接表示：如果不让出7号，就无条件解约。腾讯体育 ,2023/1/2,12,5,1
0,1,0,1,1,【切尔西1-1森林 近7轮英超仅1胜】2022-23赛季英超第18轮，切尔西客场1-1战平诺丁汉森林，近7轮仅1胜，落后第四名7分，斯特林补射破门，奥里耶扳平比分。腾讯体育 ,2023/1/2,3,0,0
0,1,0,1,1,【大巴黎1-3遭赛季首败 32场不败终结】2022-23赛季法甲第17轮，巴黎圣日耳曼客场1-3负于朗斯，遭遇赛季首败，各项赛事跨赛季32场不败就此终结。腾讯体育 ,2023/1/2,5,0,0
0,2,0,1,1,#沈梓捷连续错失关键篮板# 深圳惨遭广州大逆转无缘10连胜，沈梓捷最后时刻连续两次背身挡人丢关键篮板，还恼羞成怒与代理主帅争吵。 ,2023/1/1,5,4,0
0,1,0,1,5,【卡卡：欢迎梅西加入“三大满贯”得主俱乐部】世界杯、金球奖和欧冠“三大满贯”荣誉集于一身，历史仅有9人，卡卡晒图欢迎梅西>>卡卡：欢迎梅西跻身“三大满贯”俱乐部！（附9人名单） ,2023/1/1,7,1,1
0,2,0,1,1,新疆击败青岛夺4连胜，阿不都沙拉木19分，法尔19+10，克莱蒙斯25分7篮板，青岛外援杰曼空砍43分。腾讯体育 ,2023/1/1,2,0,0
0,2,0,1,1,【主场来了！中国男篮2月世预赛在香港举行】FIBA官网赛程显示，中国男篮2月两场世预赛将在香港荃湾体育馆举行，对手是哈萨克斯坦和伊朗男篮>>腾讯体育 ,2023/1/1,9,0,0
0,2,0,1,1,【上海2分险胜复仇山东 王哲林领衔3人20+】王哲林贡献26+15，刘铮轰下26分，上海男篮近13战豪取12胜，山东7人上双遗憾落败，高诗岩脚踢球吃到技犯>>腾讯体育 ,2023/1/1,2,0,0
0,2,0,1,1,#宁波男篮赛季首胜##宁波男篮战胜山西男篮#结束20连败！CBA宁波男篮力克山西获赛季首胜腾讯体育 ,2023/1/1,1,1,0
0,2,0,1,1,#希罗三分绝杀爵士#2022年NBA最后一球！希罗骑马射箭压哨三分神奇绝杀新年快乐！希罗骑马射箭飞身三分压哨绝杀为2022完美收官 ,2023/1/1,8,1,1
0,2,0,1,1,【下课征兆？#马布里离开赛区返回北京#】据《天天体育》报道，马布里因为个人事务，将返回北京，暂时离开北控教练员的岗位。腾讯体育 ,2023/1/1,7,0,0
0,2,0,1,1,#独行侠战胜马刺##东契奇51分#【东契奇51+6+9刷爆纪录！两次关键篮板杀死比赛】东契奇最后时刻再次故意罚球不中，抢下制胜篮板，成为本赛季首位3次砍50+的球员，独行侠1分险胜马刺豪取6连胜。腾讯体育 ,2023/1/1,13,0,0
0,2,0,1,1,#篮网战胜黄蜂##欧文28分##杜兰特23分#【11连胜！杜欧合砍51分 篮网升至东部第二】篮网6人上双大胜黄蜂，欧文28+6+4，杜兰特23分三节打卡，三球空砍23+7+11。 【集锦】篮网123-106黄蜂 篮网擒黄蜂豪取11连胜 ,2023/1/1,10,1,0
1,2,0,3,7,【小女孩举标语“KD是GOAT” 杜兰特微笑点头】小女孩标语写着“KD是我心中的GOAT，对不起乔丹”，杜兰特会心一笑点头回应，小女孩乐开了花。小女球迷举牌：杜兰特是我心中的GOAT 阿杜会心一笑点头回应 ,2023/1/1,18,3,0
0,1,0,1,1,#曼城1比1埃弗顿#英超曼城主场1-1战平埃弗顿，哈兰德连场破门，英超15战狂轰21球。腾讯体育 ,2023/1/1,2,0,0
0,1,0,1,1,#布莱顿2比4阿森纳#英超阿森纳客场4-2战胜布莱顿，领先曼城7分，豪取5连胜继续领跑积分榜。腾讯体育 ,2023/1/1,5,0,0
0,2,0,1,1,#乔治45分##步行者战胜快船#【乔治空砍45分小卡24分 特纳34分快船负步行者】乔治45分创赛季新高，末节18分难救主，小卡分错失三分绝平。【集锦】快船130-131步行者 乔治空砍45分步行者末节险胜快船 ,2023/1/1,8,0,0
0,1,2,2,1,【15黄2红！西甲名哨再造世界杯争议场面】在西班牙加泰德比中，“卡牌大师”拉奥斯全场狂出15黄2红再引争议，2022世界杯荷阿大战他曾创18黄1红“壮举”>>腾讯体育 ,2022/12/31,4,0,3
0,1,0,1,1,【英超曼联1-0狼队 拉什福德替补制胜】拉什福德禁区内1V4打进制胜球，世界杯后连续3场破门，曼联取得英超3连胜后暂升至第四>>腾讯体育 ,2022/12/31,4,0,0
0,2,0,1,1,【惨烈一战！辽篮送浙江赛季第二败】两队合计制造63次犯规，李晓旭犯满离场，另有4人吃5犯，弗格41分率领辽篮完成复仇>>腾讯体育 ,2022/12/31,4,2,0
0,2,0,1,1,【吉林外援琼斯狂砍61分超级三双】琼斯一刻未歇打满48分钟，下半场独得43分，全场狂砍61+11+10，创CBA本赛季最高分，并超越王治郅升至历史得分榜第5！腾讯体育 ,2022/12/31,10,2,0
