性别（男0 女1 其余2）,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 台球10 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3社交媒体活动 4公关宣传、采访 5人际关系 6商业活动 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数,话题
0,11,0,1,1,#苏翊鸣1980太帅了# 1800帅气，1980完美！@苏翊鸣 在X-games单板滑雪男子大跳台比赛中摘得铜牌和众多高手过招，小鸣不断挑战自我，一个字：棒！#苏翊鸣XGames夺铜# #苏翊鸣1980成功# 咪咕体育的微博视频 ,1/29/2023,5598,183,324,"苏翊鸣1980太帅了,苏翊鸣XGames夺铜,苏翊鸣1980成功"
0,11,0,1,1,#苏翊鸣1980太帅了# 比赛第5轮，@苏翊鸣 完美完成1980，空中姿态、落地稳度无可挑剔这一跳拿到48分 #苏翊鸣1980成功# 咪咕体育的微博视频 ,1/29/2023,621,37,45,"苏翊鸣1980太帅了,苏翊鸣1980成功"
0,11,0,1,1,#苏翊鸣不断挑战自己# 太遗憾了！@苏翊鸣 第三轮首次尝试1980，不过落地有些不稳面对众多高手，小鸣不断挑战自己，继续加油话说Xgames男子选手可太卷了，1800只是入场券，1980都不算什么#苏翊鸣首次尝试1980# 体育叨叨酱的微博视频 ,1/29/2023,76,8,2,"苏翊鸣不断挑战自己,苏翊鸣首次尝试1980"
0,11,0,1,1,#苏翊鸣XGAMES1800# X-games单板滑雪男子大跳台比赛，@苏翊鸣 第二轮完美做出1800，漂亮第二轮得到39分 咪咕体育的微博视频 ,1/29/2023,169,12,5,苏翊鸣XGAMES1800
0,11,0,1,1,#期待苏翊鸣XGAMES展现自己# X-games单板滑雪男子大跳台比赛，@苏翊鸣 完成第一轮作为最高水平的商业比赛，所有参赛选手水平出众，小鸣展现自己、享受比赛XGamesChina的微博视频 ,1/29/2023,43,1,0,期待苏翊鸣XGAMES展现自己
0,11,0,1,1,#苏翊鸣第6位出场# X-games单板滑雪男子大跳台比赛终于开始了，@苏翊鸣 第6位登场享受比赛，一起为小鸣加油#期待苏翊鸣XGAMES展现自己# 体育叨叨酱的微博视频 ,1/29/2023,59,7,3,"苏翊鸣第6位出场,期待苏翊鸣XGAMES展现自己"
0,11,1,1,1,#广璞预备齐#  冠军奶爸，春节带娃@齐广璞 ：带娃的一天从运动开始！齐广璞的微博视频 ,1/29/2023,7,0,0,广璞预备齐
0,1,0,1,1,#沙特不是C罗职业生涯最后一站#利雅得胜利主帅鲁迪·加西亚在采访中表示：“C罗是世界上最好的球员之一，他不会在利雅得胜利结束职业生涯，会回到欧洲的。”令据太阳报消息，C罗目前退出了曼联球员WhatsApp群，不过和一些队友还保持着联系，也邀请他们去沙特观看自己的比赛#C罗不会在利雅得胜利退役##看足球上咪咕# 咪咕体育的微博视频,1/29/2023,28,3,2,"沙特不是C罗职业生涯最后一站,C罗不会在利雅得胜利退役,看足球上咪咕"
0,5,0,1,1,#姚捷在法国撑竿跳赛场夺银牌#日前进行的撑竿跳高专项赛中，中国选手姚捷以5米75的成绩夺得亚军，创造个人室内赛最好成绩，黄博凯以5米40夺得第八名女子赛场方面，牛春格4米45获得并列第四，徐惠琴4米30并列第11#姚捷刷新室内撑竿跳个人最好成绩# ,1/29/2023,51,1,1,"姚捷在法国撑竿跳赛场夺银牌,姚捷刷新室内撑竿跳个人最好成绩"
0,2,0,1,1,#奥尼尔杜兰特互怼# 此前奥尼尔在节目中表示：湖人想夺冠应该交易得到比尔，此番言论遭到杜兰特吐槽：鲨鱼不懂球奥尼尔则在线反击：我不懂球但我知道怎么梳头，也知道快要秃顶的时候决定剪头。我爱的永远都是大巴司机（库里）平时万键齐发的杜兰特也懵了：问了个简单的问题就被疯狂怼？#看NBA上咪咕#,1/29/2023,9,2,0,"奥尼尔杜兰特互怼,看NBA上咪咕"
0,2,0,1,1,#篮网战胜尼克斯#尼克斯下半场找回手感迫近分差，末节欧文开启个人模式接管比赛，单节爆砍21分率篮网122-115战胜对手数据：#欧文32分9助攻#6篮板、乔·哈里斯16分；布伦森26分3板4助、巴雷特24分6板#看NBA上咪咕# NBA的微博视频 ,1/29/2023,6,2,4,"篮网战胜尼克斯,欧文32分9助攻,看NBA上咪咕"
0,3,0,1,1,#德约科维奇冲击澳网十冠王# 今日16:30，2023年澳网打响男单决赛，#德约科维奇vs西西帕斯# 这是一场既决胜负，也决排名的比赛：如果小德加冕澳网十冠王，将继2022年6月12日后重返世界第一；如果西西帕斯首夺大满贯冠军，还将首次登顶世界第一#澳网2023#  网页链接 ,1/29/2023,1191,17,6,"德约科维奇冲击澳网十冠王,德约科维奇vs西西帕斯,澳网2023"
0,1,0,1,1,#纳瓦斯租借加盟诺丁汉森林# 据队报记者Loïc Tanzi透露，巴黎门将纳瓦斯同意加盟诺丁汉森林，已就租借事宜与巴黎展开谈判大巴黎也公布了明日对阵兰斯的大名单：梅西、内马尔、姆巴佩领衔，纳瓦斯在列#看足球上咪咕# 巴黎圣日耳曼的微博视频 ,1/29/2023,11,0,2,"纳瓦斯租借加盟诺丁汉森林,看足球上咪咕"
0,10,0,1,1,#韦克林夺斯诺克单局限时赛冠军# #2023斯诺克单局限时赛# 结束决赛争夺，克里斯·韦克林119–0战胜19岁小将朱利安·勒克莱，以赛事单杆最高分赢下冠军两位中国选手袁思俊、周跃龙未能更进一步，止步16强#看斯诺克上咪咕# 世界斯诺克巡回赛的微博视频 ,1/29/2023,5,0,2,"韦克林夺斯诺克单局限时赛冠军,2023斯诺克单局限时赛,看斯诺克上咪咕"
0,11,0,1,1,#期待苏翊鸣XGAMES展现自己# 今日11:00，X-games单板滑雪男子大跳台大幕拉开，@苏翊鸣 出战X-games是目前滑雪商业比赛中名气最大、最受欢迎的赛事，男子单板大跳台共邀请8人，所有选手完成6轮动作，裁判根据原创性、难度、创造力、风格和飞行轨迹进行评分，取两次最好成绩的总和进行最终排名期待苏翊鸣展现自己，安全第一，享受比赛苏翊鸣 咪咕体育的微博视频,1/29/2023,93,14,11,期待苏翊鸣XGAMES展现自己
0,11,0,1,1,#短道速滑世青赛500米中国收获2铜# 男子500米A组决赛：@短道速滑李坤 41:425摘得铜牌男子500米B组决赛：@短道速滑刘金勋 43:197获得第4 女子500米A组决赛：带伤作战的@短道速滑宋佳蕊 45:360夺铜男子3000米接力半决赛：中国队（王其智、刘金勋、李坤、吴世强）4:01.324，小组第一晋级A组决赛  女子3000米接力半决赛：中国队（蔡申依、王晔、宋佳蕊、张珈宁）4:17.091，小组第二晋级A组决赛  #世青赛3000米接力中国队进决赛##2023短道速滑世青赛# 咪咕体育的微博视频,1/29/2023,80,5,4,"短道速滑世青赛500米中国收获2铜,世青赛3000米接力中国队进决赛,2023短道速滑世青赛"
