性别,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3个人社交媒体活动 4公关宣传 5人际关系 6商业广告 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数,话题
0,1,0,1,1,IFFHS国际赛事年度最佳射手：梅西IFFHS（国际足球历史和统计联合会）对2022年各球员在世界杯和洲际大赛为球队取得的进球数进行统计，其中梅西以22球居首，获得了IFFHS的国际赛事年度最佳射手。具体排名数据：（球员、俱乐部/国家队、俱乐部国际赛事进球，国家队进球，总进球）1、梅西 巴黎/阿根廷 4 18 222、姆巴佩 巴黎/法国 9 12 213、阿尔瓦雷斯 河床、曼城/阿根廷 8 7 154、哈兰德 多特、曼城/挪威 5 9 145、马内 利物浦、拜仁/塞内加尔 6 8 146、莱万 拜仁、巴萨/波兰 9 4 137、佩德罗 弗拉门戈/巴西 12 1 138、肖穆罗多夫 罗马/乌兹别克斯坦 1 11 129、理查利森 埃弗顿、热刺/巴西 2 10 1210、萨拉赫 利物浦/埃及 8 4 1211、本泽马 皇马/法国 11 1 1212、吉鲁 米兰/法国 4 7 1113、加克波 埃因霍温/荷兰 6 5 1114、塔雷米 波尔图/伊朗 6 5 1115、阿布巴卡尔 利雅得胜利/喀麦隆 0 10 10,2023/1/1,88,22,5,
0,1,0,2,8,日媒：世界杯扩军是为了让中国参赛 中国企业是FIFA头号金主对于2026年世界杯扩军至48支球队，日本媒体“friday digital”发文点评认为，FIFA此举就是希望中国能够进入世界杯决赛圈。欧美不少强队中的很多人都反对扩军：“参赛国的增加会降低比赛的质量。”也有很多人表示：“扩军是为了让中国队出线的愚蠢策略。”正如川渊三郎所说的那样，中国队自从2002年世界杯后已经连续无缘，而且越是强化投入，队伍的实力就更羸弱。在此次卡塔尔世界杯上，中国企业出资近14亿美元，是上届俄罗斯世界杯的两倍，超过了美国企业的11亿美元，位居世界之首。,2023/1/1,66,39,112,
0,1,0,2,1,英超最新积分榜：阿森纳7分领跑 曼联首进前四英超联赛第18轮已经结束8轮比赛，BIG6中只剩下热刺和切尔西还没出战。本轮排名积分榜次席的曼城，和第三名的纽卡斯尔联同时打平，领头羊阿森纳用一场胜利将积分榜的优势扩大至7分。客胜狼队的曼联反超热刺2分，本赛季首次跻积分榜前四。英超前六名最新排名：1.阿森纳：43分2.曼城：36分3.纽卡斯尔联：34分4.曼联：32分5.热刺：30分6.利物浦：28分,2023/1/1,33,6,315,
0,1,0,1,1,官方：苏亚雷斯自由身加盟格雷米奥 双方签约至2024年12月北京时间2023年1月1日凌晨，巴甲俱乐部格雷米奥官方宣布，35岁的乌拉圭前锋苏亚雷斯以自由球员的身份加盟球队，双方签约至2024年12月，苏亚雷斯将身披球队9号战袍。#苏亚雷斯加盟格雷米奥# ,2023/1/1,20,1,215,苏亚雷斯加盟格雷米奥
0,1,0,1,1,英超-阿森纳4-2布莱顿7分领跑 厄德高传射建功比赛开始仅仅66秒，马丁内利左路内切射门被对方封堵，萨卡补射破门，阿森纳1-0领先；第39分钟，厄德高凌空斩在下一城，阿森纳2-0领先；第47分钟，马丁内利禁区左侧小角度射门被对方门将扑出，恩凯蒂亚机警补射破门，阿森纳3-0领先；第65分钟，吉尔摩中场斜传找找到格罗斯，格罗斯直塞助攻三笘薫扳回一球，经过VAR审核没有越位，进球有效，布莱顿1-3落后；第71分钟，厄德高助攻马丁内利破门，阿森纳4-1领先；第77分钟，邓克后场长传发动进攻，替补登场的埃文-弗格森抓住萨利巴的失误推射破门，布莱顿2-4落后；第89分钟，三笘薫左路内切低射破门，可惜越位在先，进球被判无效。#阿森纳4-2布莱顿#,2023/1/1,12,3,1,阿森纳4-2布莱顿
0,1,0,1,1,英超-曼城1-1埃弗顿 哈兰德破门！格雷世界波第24分钟，格拉利什左路横传找到马赫雷斯，马赫雷斯禁区内连续过人后送出低平球传中，哈兰德轻松推射破门，曼城1-0领先！第44分钟，曼城获得前场右侧任意球机会，马赫雷斯假跑，德布劳内任意球传中，斯通斯头球攻门击中立柱。第64分钟，罗德里中场传球被断，格雷左路带球长驱直入直奔禁区，格雷转身内切后兜射球门远角得手，埃弗顿1-1扳平比分！下半场补时第13分钟，马赫雷斯开出战术角球随后传中，罗德里甩头攻门偏出，曼城错失绝杀。#曼城1-1埃弗顿##哈兰德15场21球#,2023/1/1,5,4,3,"曼城1-1埃弗顿,哈兰德15场21球"
0,1,0,1,1,西甲第15轮，巴萨1-1西班牙人。上半场，马科斯-阿隆索头球接力斩获西甲首球。下半场马科斯-阿隆索送点，何塞卢点射扳平，之后阿尔巴两黄变一红被罚出场，随后卡夫雷拉与维尼修斯-索萨先后领到红牌，但裁判观看VAR后取消了卡夫雷拉的红牌。 ,2022/12/31,7,2,0,
0,1,0,1,1,英超联赛第18轮，曼联1-0狼队迎3连胜升至积分榜第4。上半场，加纳乔失单刀。下半场，拉什福德替补上场推射破门制胜。 #曼联1-0狼队# ,2022/12/31,9,0,0,曼联1-0狼队
0,1,0,2,1,中超收官+新王加冕！武汉三镇捧起本赛季中超冠军奖杯#武汉三镇夺得中超冠军##三镇三年三冠# ,2022/12/31,118,28,4,"武汉三镇夺得中超冠军,三镇三年三冠"
0,1,0,2,1,广州客场0-1不敌梅州客家，以一场失利告别中超联赛，结束了12年的中超征程。赛后广州队谢场，球员和球迷都哭成泪人。 #广州队降级# ,2022/12/31,130,81,10,广州队降级
0,1,0,1,8,《马卡报》票选2022年世界最佳球员，梅西与姆巴佩会师决赛。决赛票选中，姆巴佩以56%得票率击败梅西，当选马卡报评选2022年度最佳球员。本泽马击败哈兰德获得第三。 ,2022/12/30,98,10,115,
0,1,0,1,1,AIPS（国际体育记者协会）官方宣布，梅西当选AIPS票选2022年度最佳运动员。共有来自113个国家/地区的420名记者参与投票，梅西以25.45%的得票率无悬念当选。35岁的梅西在今年男足世界杯打入7球助攻3次，率领阿根廷队夺得世界杯冠军，个人收获世界杯金球奖。最佳男运动员得票率TOP10：1、梅西（足球，阿根廷）：25.45%2、杜普兰蒂斯（撑杆跳高，瑞典）：9.87%3、姆巴佩（足球，法国）：9.68%4、本泽马（足球，法国）：7.88%5、克里什托夫（游泳，匈牙利）、维斯塔潘（F1，荷兰）：5%7、基普乔格（长跑，肯尼亚）：4.1%8、巴林特（皮划艇，匈牙利）：3.57%9、费德勒（网球，瑞士）：3.28%10、纳达尔（网球，西班牙）：3.12%,2022/12/30,59,11,336,
0,1,0,1,1,巴萨官方：经上诉 莱万能够在明天对阵西班牙人的比赛中出场。公告：马德里中央诉讼法院对此前体育行政法院提出的判罚采取临时措施，莱万明天将能够出战对阵西班牙人的比赛。世界杯前最后一场西甲，巴萨与奥萨苏纳的比赛中，莱万因肘击吃到本场第二张黄牌被罚下。 ,2022/12/30,36,11,112,
0,1,0,2,1,记者：中足联提出末轮两场争冠战延期 遭到国安率先反对出于公平竞赛考虑，加上还是希望中超联赛最后一轮能够顺利收官，通过比赛来决出最后的冠军归属，所以，中足联(筹备组)在12月28日提出了一个折中方案，即将原定于12月31日进行的武汉三镇队与天津津门虎队、山东泰山队与北京国安队的两场比赛延期进行，时间安排在明年1月4日进行。但方案一提出，首先遭到了北京国安的反对。因为如果要延期的话，第33轮国安队与上海海港队的那一轮比赛就应该延期，因为如果不弃权以0-3负计算的话，国安队至少还有机会去争夺今年联赛的第三名，哪怕是获得联赛的第四名，依然还有可能获得明年亚冠联赛的参赛资格（若足协杯赛冠军在联赛前三名队伍中产生）。中足联(筹备组)在28日首先召集相关的四家俱乐部即武汉三镇、山东泰山、北京国安、天津津门虎开会。会议期间，北京、天津以及武汉三家俱乐部明确表示反对，只有山东泰山队同意延期。但既然四家之中有三家明确反对，山东泰山也无法多说什么，不过，山东泰山随后提出了“今年中超联赛冠军由积分相同的两队并列分享”的动议。不过，这个“并列说”也遭到了反对。,2022/12/30,171,80,118,
0,1,2,1,1,阿奎拉尼2.0！米兰因强制买断条款拒用巴卡约科据《米兰体育报》通讯员Marco Pasotto的报道，巴卡约科本赛季只要代表米兰出场15次，就会自动触发1500万欧元的买断条款，这就是为什么皮奥利不想给他任何出场机会。这并不是米兰第一次因为这样的原因拒绝使用租借球员。早在2012年，为了不触发阿奎拉尼合同中出场25次强制买断的条款，米兰授意时任主帅阿莱格里不再使用阿奎拉尼，阿奎拉尼最终的出场次数定格在了24.5场（替补算半场）。,2022/12/30,15,7,228,
0,1,1,2,1,无敌升班马！武汉三镇三年连夺中乙、中甲、中超联赛冠军随着北京国安、天津津门虎在中超末轮弃赛，武汉三镇赢得联赛冠军，至此他们上演了三年连夺中乙、中甲、中超联赛冠军的“凯泽斯劳滕奇迹”。武汉三镇也成为了中国职业足球顶级联赛第10家冠军俱乐部（大连万达、上海申花、山东泰山、深圳队、长春亚泰、北京国安、广州队、上海海港、江苏队、武汉三镇）。#武汉三镇夺得中超冠军# #三镇三年三冠#,2022/12/30,157,61,11,"武汉三镇夺得中超冠军,三镇三年三冠"
0,1,0,2,1,最奇葩冠军诞生！国安津门虎弃权 三镇压泰山夺冠北京时间12月30日中午，中超联赛官方宣布，中超联赛末轮北京国安、天津津门虎均弃权，北京国安被判0-3负山东泰山，津门虎被判0-3负武汉三镇。武汉三镇凭借净胜球的优势力压山东泰山，夺得2022赛季中超联赛冠军。公告内容如下：因球员健康原因，北京国安足球俱乐部、天津津门虎足球俱乐部于12月28日分别向中超联赛委员会来函，申请原定于12月31日进行的2022中超联赛第34轮第300场山东泰山vs北京国安、第306场武汉三镇vs天津津门虎的比赛弃权。因两场比赛涉及本赛季中超联赛冠军归属，联赛委员会经与相关四家俱乐部会议沟通，根据2022中国足球协会超级联赛规程，现判定北京国安、天津津门虎本轮比赛弃权，分别计0:3负。相关材料将提交中国足协纪律委员会审议。根据2022中超联赛规程第二十四条相关规定，北京国安、天津津门虎足球俱乐部须赔偿相关方面因比赛取消所遭受的损失。具体赔偿方案将由中超公司核算并报中超公司董事会审议决定。#武汉三镇夺得中超冠军# #国安津门虎确定中超末轮弃赛#,2022/12/30,393,142,64,"武汉三镇夺得中超冠军,国安津门虎确定中超末轮弃赛"
0,1,1,1,1,你看到任何球员做的任何动作 贝利都是第一个做到的#球王贝利去世##致敬贝利# PP体育的微博视频 ,2022/12/30,165,24,38,"球王贝利去世,致敬贝利"
0,1,0,1,1,西甲-菲利克斯破门莫拉塔建功 十人马竞2-0九人埃尔切 PP体育的微博视频 ,2022/12/30,37,4,108,
0,1,0,1,2,贝利葬礼安排：球场举行遗体告别仪式 灵柩经过母亲家门据美国国家广播公司（NBC）报道，巴西“球王”贝利12月29日去世，享年82岁。随后，巴西桑托斯足球俱乐部发布消息称，贝利的葬礼将于1月3日举行。当地时间1月2日上午，贝利的灵柩将离开医院，被运送至圣保罗郊外的维拉贝尔米罗体育场，并放置在球场中心。遗体告别仪式将从2日上午10时开始，持续至3日上午10时。报道称，贝利曾在维拉贝尔米罗体育场踢过职业生涯中最棒的几场比赛。仪式结束后，运送灵柩的队伍将穿过桑托斯市的街道，并经过贝利母亲的家门口。贝利母亲现年100岁，她目前卧床不起，神志不清。最后，贝利将被安葬在桑托斯市的一座墓地，仪式仅有家庭成员参加。#贝利葬礼安排公布#,2022/12/30,24,2,0,贝利葬礼安排公布
0,1,1,1,8,缅怀球王！FIFA官方回顾贝利最伟大的世界杯瞬间#球王贝利去世# #82岁贝利去世# #致敬贝利# PP体育的微博视频 ,2022/12/30,28,3,11,"球王贝利去世,82岁贝利去世,致敬贝利"
0,1,0,1,2,贝利生平贝利，全名埃德松-阿兰特斯-多-纳西门托，1940年10月23日出生于巴西特雷斯科拉松伊斯，巴西著名足球运动员，司职前锋，被国际足联誉为“球王”。1956年，贝利于桑托斯足球俱乐部开始职业生涯，期间获得2次南美解放者杯冠军、2次洲际杯冠军、6次巴西全国锦标赛冠军，11次圣保罗州足球甲级联赛冠军。1957年，贝利入选巴西国家队，代表巴西队参赛92场打进77球，夺得1958、1962、1970年三届世界杯冠军，为巴西永久保留雷米特杯，成为唯一曾三夺世界杯冠军的球员。1971年7月，贝利宣布退出巴西队。1974年10月，贝利宣布退役。1975年，贝利在美国纽约宇宙足球俱乐部复出，并在1977年获得总冠军，同年10月再次宣布退役。贝利荣誉称号：1980年，贝利被法国《队报》联合多家报社评为“20世纪最佳运动员”。1999年，贝利被国际奥委会评为“20世纪最佳运动员之一”。2000年，贝利获首届劳伦斯终身成就奖。2001年，贝利被国际足联评为“20世纪最佳球员之一”。同年《法国足球》组织30位金球奖得主将其联选为最佳球员，亦被《时代周刊》列入20世纪最具影响力的100个人物。2012年，贝利被金足奖官方授予“史上最佳球员”称号。2013年，贝利获得首届荣誉金球奖。#球王贝利去世# #82岁贝利去世# #致敬贝利#,2022/12/30,57,6,121,"球王贝利去世,82岁贝利去世,致敬贝利"
0,1,0,1,2,北京时间12月30日凌晨，贝利经纪人证实贝利因病去世。随后贝利的女儿也确认了这一噩耗。#球王贝利去世##82岁贝利去世# ,2022/12/30,45,5,13,"球王贝利去世,82岁贝利去世"
0,1,0,1,1,法甲第16轮，巴黎2-1斯特拉斯堡，姆巴佩补时绝杀，内马尔掌掴+假摔两黄离场。上半场马尔基尼奥斯先拔头筹，内马尔助攻，下半场马尔基尼奥斯自摆乌龙，内马尔掌掴后假摔两黄离场，姆巴佩补时造点献绝杀。 ,2022/12/29,45,6,212,
0,1,0,1,1,英超联赛第17轮，曼城3-1利兹联，哈兰德双响。上半场罗德里补射破门，下半场哈兰德双响，格拉利什2助攻，斯特鲁伊克为利兹联扳回一城。 ,2022/12/29,15,1,108,
0,1,1,1,2,中超头牌的超长假结束了 ,2022/12/28,56,23,0,
0,1,0,1,2,意天空：C罗为3000平方米新豪宅寻找管家和厨师，月薪6000欧起意大利天空体育的消息，C罗正在为自己位于葡萄牙的新豪宅招聘管家以及厨师。该住宅距离里斯本约40分钟车程，占地总面积超过3000平方米，共有三层楼。住宅占地面积为2720平方米，主卧面积300平方米，附有一个544平方米的花园。总价值3000万欧元，配有游泳池、健身房、网球场、电影院、大型车库（可容纳20辆车）等。C罗目前正在寻找专业人士来管理房子，包括一名管家和一名厨师，月薪6000欧起。,2022/12/28,61,28,108,
0,1,0,1,1,英媒：切尔西表态愿意支付恩佐1.2亿欧违约金，冬窗就完成转会伦敦标准晚报消息，切尔西已经向本菲卡表态，俱乐部愿意支付恩佐-费尔南德斯的1.05亿镑（约1.2亿欧元）解约金，以求冬窗就签下球员。据悉，恩佐同时也吸引了曼联和利物浦的关注，但两队都希望在明年夏天再出手签约，而切尔西意图抢先一步，冬窗就完成这笔破亿的转会。,2022/12/28,22,8,0,
0,1,0,1,5,麦卡利斯特：初次见梅西相当紧张 他是我的偶像也是世界最佳“我记得那时候，我还在博卡青年踢球，我们从阿根廷国内启程，应该是在西班牙参加一场友谊赛。我们抵达的时候，梅西正在吃晚饭。我走到桌边，双手颤抖着向他问好。我真的满头大汗。但那是一个非常棒的时刻。他是我的偶像，他是世界上最好的足球运动员。”麦卡利斯特接着透露，梅西之后在阿根廷队内告诉其他队友，不要再叫麦卡利斯特“生姜”的绰号：“以前大家都叫我‘Colo’，这在阿根廷是生姜的意思。我不太喜欢这个称呼，然后梅西在队内跟大家说，‘麦卡利斯特不喜欢被叫这个名字，所以，不要再这样叫他了。’”,2022/12/28,219,14,221,
